"api","file_no","Current_Operator","Current_Well_Name","Lease_Name","Lease_Number","Original_Operator","Original_Well_Name","Spud_Date","TD","County_Name","Township","Range","Section","QQ","Footages","Field_Name","Produced_Pools","Wellbore","Latitude","Longitude","Well_Type","Well_Status","CTB","Well_Status_Date"
"33061029990000","27831","CONTINENTAL RESOURCES, INC.","JERSEY  28-6H3","JERSEY","28-6H3","CONTINENTAL RESOURCES, INC.","JERSEY  28-6H3","03/16/2014","18779","MOUNTRAIL","153 N","93 W","6","SENE","1989 FNL  578 FEL","ALKALI CREEK","BAKKEN","HORIZONTAL","48.104805216784044","-102.67919288386125","OG","IA","227826","12/26/2014"
"33061030000000","27832","CONTINENTAL RESOURCES, INC.","JERSEY  29-6H","JERSEY","29-6H","CONTINENTAL RESOURCES, INC.","JERSEY  29-6H","03/13/2014","1995","MOUNTRAIL","153 N","93 W","6","SENE","2033 FNL  584 FEL","ALKALI CREEK","","HORIZONTAL","48.104684678153667","-102.67921580544595","OG","DRY","","04/04/2014"
"33007018230000","27833","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL  14-11PH","DULETSKI FEDERAL","14-11PH","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL  14-11PH","07/08/2014","","BILLINGS","139 N","100 W","11","SWSE","390 FSL  2115 FEL","FRYBURG","Confidential","Confidential","46.862697301053963","-103.26038115942356","Confidential","Confidential","227833","Confidential"
"33007018240000","27834","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL   34-11PH","DULETSKI FEDERAL","34-11PH","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL   34-11PH","07/09/2014","","BILLINGS","139 N","100 W","11","SWSE","390 FSL  2070 FEL","FRYBURG","Confidential","Confidential","46.862697129764712","-103.26020104877544","Confidential","Confidential","227833","Confidential"
"33007018250000","27835","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL   44-11PH","DULETSKI FEDERAL","44-11PH","WHITING OIL AND GAS CORPORATION","DULETSKI FEDERAL   44-11PH","07/12/2014","","BILLINGS","139 N","100 W","11","SWSE","390 FSL  2025 FEL","FRYBURG","Confidential","Confidential","46.86269695847546","-103.26002093812734","Confidential","Confidential","227833","Confidential"
"33025024860000","27836","MARATHON OIL COMPANY","RICHANDA USA  21-4H","RICHANDA USA","21-4H","MARATHON OIL COMPANY","RICHANDA USA  21-4H","04/29/2014","21391","DUNN","147 N","94 W","4","NWNW","448 FNL  1102 FWL","MCGREGORY BUTTES","BAKKEN","HORIZONTAL","47.587282778287594","-102.66842216789212","OG","A","227836","12/19/2014"
"33025024870000","27837","MARATHON OIL COMPANY","BEARS GHOST USA  21-4TFH","BEARS GHOST USA","21-4TFH","MARATHON OIL COMPANY","BEARS GHOST USA  21-4TFH","04/28/2014","21192","DUNN","147 N","94 W","4","NWNW","424 FNL  1079 FWL","MCGREGORY BUTTES","BAKKEN","HORIZONTAL","47.587348135099454","-102.6685159023385","OG","A","227836","12/31/2014"
"33025024880000","27838","MARATHON OIL COMPANY","BEARS GHOST USA  11-4H","BEARS GHOST USA","11-4H","MARATHON OIL COMPANY","BEARS GHOST USA  11-4H","04/26/2014","20930","DUNN","147 N","94 W","4","NWNW","400 FNL  1057 FWL","MCGREGORY BUTTES","BAKKEN","HORIZONTAL","47.587413510898578","-102.66860558110237","OG","A","227836","12/11/2014"
"33025024890000","27839","MARATHON OIL COMPANY","BEARS GHOST USA  11-4TFH","BEARS GHOST USA","11-4TFH","MARATHON OIL COMPANY","BEARS GHOST USA  11-4TFH","04/24/2014","21094","DUNN","147 N","94 W","4","NWNW","376 FNL  1034 FWL","MCGREGORY BUTTES","BAKKEN","HORIZONTAL","47.587478867710431","-102.66869931554875","OG","A","227836","12/23/2014"
"33053057370000","27840","WHITING OIL AND GAS CORPORATION","FINSAAS FEDERAL  31-16-4H","FINSAAS FEDERAL","31-16-4H","WHITING OIL AND GAS CORPORATION","FINSAAS FEDERAL  31-16-4H","07/25/2014","","MCKENZIE","150 N","104 W","9","SWSE","335 FSL  1520 FEL","HAY CREEK","Confidential","Confidential","47.820392050115593","-103.99580006267101","Confidential","Confidential","224730","Confidential"
"33053057380000","27841","WHITING OIL AND GAS CORPORATION","FINSAAS FEDERAL  31-16-3H","FINSAAS FEDERAL","31-16-3H","WHITING OIL AND GAS CORPORATION","FINSAAS FEDERAL  31-16-3H","08/13/2014","","MCKENZIE","150 N","104 W","9","SWSE","365 FSL  1520 FEL","HAY CREEK","Confidential","Confidential","47.820474293085219","-103.99580063459707","Confidential","Confidential","224730","Confidential"
"33061030010000","27842","WHITING OIL AND GAS CORPORATION","JORGENSEN  31-27H","JORGENSEN","31-27H","WHITING OIL AND GAS CORPORATION","JORGENSON  31-27H","05/08/2014","16610","MOUNTRAIL","154 N","91 W","27","NWNE","925 FNL  1910 FEL","SANISH","BAKKEN","HORIZONTAL","48.136421885731167","-102.36091714497837","OG","A","127842","06/27/2014"
"33061030020000","27843","WHITING OIL AND GAS CORPORATION","FLADELAND  42-9TFH","FLADELAND","42-9TFH","WHITING OIL AND GAS CORPORATION","FLADELAND  42-9TFH","06/04/2014","19264","MOUNTRAIL","154 N","92 W","9","SENE","2180 FNL  390 FEL","SANISH","BAKKEN","HORIZONTAL","48.176394251709141","-102.50559964729679","OG","A","218347","07/19/2014"
"33053057390000","27844","NEWFIELD PRODUCTION COMPANY","BLUE ANGEL  150-99-5-8-4H","BLUE ANGEL","150-99-5-8-4H","NEWFIELD PRODUCTION COMPANY","BLUE ANGEL  150-99-5-8-4H","05/05/2014","20996","MCKENZIE","150 N","99 W","5","LOT3","390 FNL  1702 FWL","TOBACCO GARDEN","BAKKEN","HORIZONTAL","47.847100262353585","-103.38315528904519","OG","A","127844","07/04/2014"
"33053057400000","27845","NEWFIELD PRODUCTION COMPANY","BLUE ANGEL  150-99-5-8-5HLW","BLUE ANGEL","150-99-5-8-5HLW","NEWFIELD PRODUCTION COMPANY","BLUE ANGEL  150-99-5-8-5HLW","05/03/2014","21587","MCKENZIE","150 N","99 W","5","LOT3","390 FNL  1657 FWL","TOBACCO GARDEN","BAKKEN","HORIZONTAL","47.847101598521931","-103.3833387085182","OG","A","127845","07/04/2014"
"33053057410000","27846","WHITING OIL AND GAS CORPORATION","LANGWALD  24-9-1H","LANGWALD","24-9-1H","WHITING OIL AND GAS CORPORATION","LANGWALD  24-9-1H","05/05/2014","20025","MCKENZIE","150 N","104 W","9","SESW","470 FSL  1531 FWL","HAY CREEK","BAKKEN","HORIZONTAL","47.8207603162599","-104.005079881692","OG","A","223537","09/23/2014"
"33053057420000","27847","WHITING OIL AND GAS CORPORATION","LANGWALD  24-9HU","LANGWALD","24-9HU","WHITING OIL AND GAS CORPORATION","LANGWALD  24-9HU","06/06/2014","20176","MCKENZIE","150 N","104 W","9","SESW","440 FSL  1531 FWL","HARDING","BAKKEN","HORIZONTAL","47.820678079834074","-104.00507869843408","OG","A","127847","09/23/2014"
"33025024900000","27848","OXY USA INC.","DAKOTA MEYER  2-19-18H-143-97","DAKOTA MEYER","2-19-18H-143-97","OXY USA INC.","DAKOTA MEYER  2-19-18H-143-97","03/23/2014","20900","DUNN","143 N","97 W","19","SWSE","325 FSL  1942 FEL","CROOKED CREEK","BAKKEN","HORIZONTAL","47.18404134060615","-103.01872522311682","OG","A","127848","09/09/2014"
"33025024910000","27849","SINCLAIR OIL AND GAS COMPANY","BIGHORN  2-6H","BIGHORN","2-6H","SINCLAIR OIL AND GAS COMPANY","BIGHORN  2-6H","05/21/2014","21700","DUNN","147 N","97 W","31","SESW","796 FSL  2189 FWL","MARY","BAKKEN","HORIZONTAL","47.503355092854598","-103.09030198216614","OG","A","127849","09/10/2014"
"33061030030000","27850","EOG RESOURCES, INC.","PARSHALL  408-15M","PARSHALL","408-15M","EOG RESOURCES, INC.","PARSHALL  408-15M","04/12/2014","9787","MOUNTRAIL","152 N","90 W","15","SENE","2410 FNL  1275 FEL","PARSHALL","","DIRECTIONAL","47.985831517208815","-102.17671073170649","ST","IA","","05/10/2014"
"33009023690000","27851","ENDURO OPERATING, LLC","MMU  31-42-H1","MMU","31-42-H1","ENDURO OPERATING, LLC","MMU  31-42-H1","03/19/2014","8550","BOTTINEAU","162 N","83 W","31","SENE","1750 FNL  700 FEL","MOHALL","MADISON","HORIZONTAL","48.816363492816912","-101.47734078015827","OG","A","403714","04/21/2014"
"33061030040000","27852","EOG RESOURCES, INC.","PARSHALL  36-0806H","PARSHALL","36-0806H","EOG RESOURCES, INC.","PARSHALL  36-0806H","07/19/2014","","MOUNTRAIL","152 N","90 W","8","LOT8","1640 FSL  520 FEL","PARSHALL","Confidential","Confidential","47.996869710650877","-102.21671751707106","Confidential","Confidential","227852","Confidential"
"33061030050000","27853","EOG RESOURCES, INC.","PARSHALL  146-0806H","PARSHALL","146-0806H","EOG RESOURCES, INC.","PARSHALL  146-0806H","06/25/2014","","MOUNTRAIL","152 N","90 W","8","LOT8","1675 FSL  520 FEL","PARSHALL","Confidential","Confidential","47.996965654192032","-102.21671776823217","Confidential","Confidential","227852","Confidential"
"33061030060000","27854","EOG RESOURCES, INC.","PARSHALL  37-0806H","PARSHALL","37-0806H","EOG RESOURCES, INC.","PARSHALL  37-0806H","06/27/2014","","MOUNTRAIL","152 N","90 W","8","LOT8","1710 FSL  520 FEL","PARSHALL","Confidential","Confidential","47.997061597733179","-102.21671801939327","Confidential","Confidential","227852","Confidential"
"33009023700000","27855","LEGACY OIL & GAS ND, INC.","LEGACY ET AL FETT  13-18 2H","LEGACY ET AL FETT","13-18 2H","LEGACY OIL & GAS ND, INC.","LEGACY ET AL FETT  13-18 2H","04/13/2014","7159","BOTTINEAU","163 N","76 W","18","SWSW","700 FSL  300 FWL","RED ROCK","SPEARFISH","HORIZONTAL","48.938887986881447","-100.5754644559687","OG","A","127855","05/22/2014"
"33009023710000","27856","LEGACY OIL & GAS ND, INC.","LEGACY ET AL FETT  13-18 H","LEGACY ET AL FETT","13-18 H","LEGACY OIL & GAS ND, INC.","LEGACY ET AL FETT  13-18 H","04/04/2014","7159","BOTTINEAU","163 N","76 W","18","SWSW","800 FSL  300 FWL","RED ROCK","SPEARFISH","HORIZONTAL","48.939162067641455","-100.57546635666745","OG","A","127856","05/22/2014"
"33061030070000","27857","EOG RESOURCES, INC.","PARSHALL  56-0806H","PARSHALL","56-0806H","EOG RESOURCES, INC.","PARSHALL  56-0806H","07/12/2014","","MOUNTRAIL","152 N","90 W","8","SESE","300 FSL  550 FEL","PARSHALL","Confidential","Confidential","47.99319610155657","-102.21683054051843","Confidential","Confidential","227852","Confidential"
"33061030080000","27858","EOG RESOURCES, INC.","PARSHALL  152-0806H","PARSHALL","152-0806H","EOG RESOURCES, INC.","PARSHALL  152-0806H","07/02/2014","","MOUNTRAIL","152 N","90 W","8","SESE","300 FSL  600 FEL","PARSHALL","Confidential","Confidential","47.993195531406272","-102.21703493940106","Confidential","Confidential","227852","Confidential"
"33061030090000","27859","EOG RESOURCES, INC.","PARSHALL  57-0806H","PARSHALL","57-0806H","EOG RESOURCES, INC.","PARSHALL  57-0806H","06/29/2014","","MOUNTRAIL","152 N","90 W","8","SESE","300 FSL  650 FEL","PARSHALL","Confidential","Confidential","47.993194961255973","-102.21723933828369","Confidential","Confidential","227852","Confidential"
"33105034520000","27860","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-14-1H3","P WOOD","154-98-16-23-14-1H3","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-14-1H3","07/13/2014","20012","WILLIAMS","154 N","98 W","23","SESE","953 FSL  750 FEL","TRUAX","BAKKEN","HORIZONTAL","48.142529110958108","-103.24072104667783","OG","A","127860","10/29/2014"
"33105034530000","27861","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-15-1H","P WOOD","154-98-16-23-15-1H","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-15-1H","07/12/2014","21630","WILLIAMS","154 N","98 W","23","SESE","890 FSL  813 FEL","TRUAX","BAKKEN","HORIZONTAL","48.142355229400884","-103.24098299693974","OG","A","127861","11/02/2014"
"33105034540000","27862","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-14-1H3A","P WOOD","154-98-16-23-14-1H3A","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-14-1H3A","07/13/2014","20070","WILLIAMS","154 N","98 W","23","SESE","932 FSL  771 FEL","TRUAX","BAKKEN","HORIZONTAL","48.142471150439036","-103.2408083634318","OG","A","127862","10/30/2014"
"33105034550000","27863","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-14-2H3","P WOOD","154-98-16-23-14-2H3","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-14-2H3","07/12/2014","20300","WILLIAMS","154 N","98 W","23","SESE","911 FSL  792 FEL","TRUAX","BAKKEN","HORIZONTAL","48.142413189919957","-103.24089568018577","OG","A","127863","11/01/2014"
"33105034560000","27864","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-35-9H","P WOOD","154-98-16-23-35-9H","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-35-16H","04/16/2014","20461","WILLIAMS","154 N","98 W","23","SESE","671 FSL  467 FEL","TRUAX","BAKKEN","HORIZONTAL","48.14176126779865","-103.23957666372867","OG","A","127864","08/16/2014"
"33105034570000","27865","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-35-9H3","P WOOD","154-98-16-23-35-9H3","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-35-16H3","04/16/2014","20667","WILLIAMS","154 N","98 W","23","SESE","649 FSL  488 FEL","TRUAX","BAKKEN","HORIZONTAL","48.141700565810275","-103.23966403767601","OG","A","127865","08/17/2014"
"33105034580000","27866","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-35-15H","P WOOD","154-98-16-23-35-15H","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-35-16HA","04/15/2014","20550","WILLIAMS","154 N","98 W","23","SESE","628 FSL  509 FEL","TRUAX","BAKKEN","HORIZONTAL","48.141642605291203","-103.23975135442998","OG","A","127866","08/17/2014"
"33105034590000","27867","WHITING OIL AND GAS CORPORATION","P WOOD  154-98-16-23-35-15H3","P WOOD","154-98-16-23-35-15H3","KODIAK OIL & GAS (USA) INC.","P WOOD  154-98-16-23-35-15H3","04/14/2014","21805","WILLIAMS","154 N","98 W","23","SESE","607 FSL  530 FEL","TRUAX","BAKKEN","HORIZONTAL","48.141584644772124","-103.23983867118396","OG","A","127867","08/19/2014"
"33023011710000","27868","CONTINENTAL RESOURCES, INC.","SKAR  2-28H1","SKAR","2-28H1","CONTINENTAL RESOURCES, INC.","SKAR  2-28H1","05/03/2014","19139","DIVIDE","160 N","95 W","28","SESW","450 FSL  1475 FWL","STONEVIEW","","HORIZONTAL","48.648909002904887","-102.96658949164346","OG","A","227868","02/06/2015"
"33023011720000","27869","CONTINENTAL RESOURCES, INC.","SKAR  3-28H","SKAR","3-28H","CONTINENTAL RESOURCES, INC.","SKAR  3-28H","05/05/2014","","DIVIDE","160 N","95 W","28","SESW","450 FSL  1520 FWL","STONEVIEW","","HORIZONTAL","48.6489091730285","-102.96640320628619","OG","DRL","227868","05/05/2014"
"33023011730000","27870","CONTINENTAL RESOURCES, INC.","SKAR  4-28H1","SKAR","4-28H1","CONTINENTAL RESOURCES, INC.","SKAR  4-28H1","05/07/2014","18974","DIVIDE","160 N","95 W","28","SESW","450 FSL  1565 FWL","STONEVIEW","","HORIZONTAL","48.648909343152113","-102.96621692092891","OG","A","227868","02/07/2015"
"33023011740000","27871","CONTINENTAL RESOURCES, INC.","DANIEL  3-33H1","DANIEL","3-33H1","CONTINENTAL RESOURCES, INC.","DANIEL  3-33H1","04/08/2014","19828","DIVIDE","160 N","95 W","28","SWSW","450 FSL  1230 FWL","STONEVIEW","BAKKEN","HORIZONTAL","48.648908076676321","-102.96760371192194","OG","A","227868","08/06/2014"
"33023011750000","27872","CONTINENTAL RESOURCES, INC.","DANIEL  2-33H","DANIEL","2-33H","CONTINENTAL RESOURCES, INC.","DANIEL  2-33H","04/09/2014","19837","DIVIDE","160 N","95 W","28","SWSW","450 FSL  1185 FWL","STONEVIEW","BAKKEN","HORIZONTAL","48.648907906552708","-102.9677899972792","OG","A","227868","08/10/2014"
"33023011760000","27873","CONTINENTAL RESOURCES, INC.","DANIEL  4-33H","DANIEL","4-33H","CONTINENTAL RESOURCES, INC.","DANIEL  4-33H","04/06/2014","19940","DIVIDE","160 N","95 W","28","SWSW","450 FSL  1275 FWL","STONEVIEW","BAKKEN","HORIZONTAL","48.648908246799934","-102.96741742656467","OG","A","227868","08/09/2014"
"33053057430000","27874","PETRO-HUNT, L.L.C.","WOLLAN  152-96-27A-5H","WOLLAN","152-96-27A-5H","PETRO-HUNT, L.L.C.","WOLLAN  152-96-27A-5H","07/17/2014","15131","MCKENZIE","152 N","96 W","27","NENE","326 FNL  1059 FEL","CLEAR CREEK","BAKKEN","HORIZONTAL","47.962258266023788","-102.94503150302492","OG","A","127874","11/08/2014"
"33053057440000","27875","PETRO-HUNT, L.L.C.","WOLLAN  152-96-27C-6H","WOLLAN","152-96-27C-6H","PETRO-HUNT, L.L.C.","WOLLAN  152-96-27C-6H","04/26/2014","15370","MCKENZIE","152 N","96 W","34","NWNW","230 FNL  1015 FWL","CLEAR CREEK","BAKKEN","HORIZONTAL","47.948022254060888","-102.95815529087663","OG","A","127875","07/02/2014"
"33061030100000","27876","SLAWSON EXPLORATION COMPANY, INC.","CRUISER   6-16-9TFH","CRUISER","6-16-9TFH","SLAWSON EXPLORATION COMPANY, INC.","CRUISER   6-16-9TFH","03/27/2014","20829","MOUNTRAIL","151 N","92 W","21","NWNE","275 FNL  1454 FEL","BIG BEND","BAKKEN","HORIZONTAL","47.890250981956626","-102.45573605850811","OG","A","127876","08/18/2014"
"33061030110000","27877","SLAWSON EXPLORATION COMPANY, INC.","CRUISER   7-16-9TFH","CRUISER","7-16-9TFH","SLAWSON EXPLORATION COMPANY, INC.","CRUISER   7-16-9TFH","04/10/2014","20842","MOUNTRAIL","151 N","92 W","21","NENE","280 FNL  1302 FEL","BIG BEND","BAKKEN","HORIZONTAL","47.890234680321072","-102.455116149245","OG","A","127877","08/13/2014"
"33053057450000","27885","HESS BAKKEN INVESTMENTS II, LLC","BW-R PETERSON-  149-99-1102H-4","BW-R PETERSON-","149-99-1102H-4","HESS BAKKEN INVESTMENTS II, LLC","BW-R PETERSON-  149-99-1102H-4","05/01/2014","21524","MCKENZIE","149 N","99 W","14","NWNE","560 FNL  2225 FEL","CHERRY CREEK","","HORIZONTAL","47.730874823992266","-103.31304853979951","OG","IA","228147","06/20/2014"
"33053057460000","27886","HESS BAKKEN INVESTMENTS II, LLC","BW-KRAETSCH-  149-99-1423H-4","BW-KRAETSCH-","149-99-1423H-4","HESS BAKKEN INVESTMENTS II, LLC","BW-KRAETSCH-  149-99-1423H-4","05/03/2014","20480","MCKENZIE","149 N","99 W","14","NWNE","560 FNL  2192 FEL","CHERRY CREEK","BAKKEN","HORIZONTAL","47.730874823992266","-103.31291433673732","OG","A","228147","01/28/2015"
"33061030190000","27887","SLAWSON EXPLORATION COMPANY, INC.","MUSTANG  1 SLH","MUSTANG","1 SLH","SLAWSON EXPLORATION COMPANY, INC.","MUSTANG  1 SLH","05/17/2014","15590","MOUNTRAIL","151 N","92 W","21","NENE","281 FNL  1277 FEL","BIG BEND","BAKKEN","HORIZONTAL","47.890231512197779","-102.45501419386142","OG","A","127887","08/04/2014"
"33025024920000","27888","OXY USA INC.","MAURICE HECKER  2-19-18H-142-97","MAURICE HECKER","2-19-18H-142-97","OXY USA INC.","MAURICE HECKER  2-19-18H-142-97","03/19/2014","20639","DUNN","142 N","97 W","19","SESE","310 FSL  1251 FEL","WILLMEN","BAKKEN","HORIZONTAL","47.097341832468977","-103.01612841311325","OG","A","127888","07/30/2014"
"33025024930000","27889","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CCU OLYMPIAN  11-2MBH","CCU OLYMPIAN","11-2MBH","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CCU OLYMPIAN  11-2MBH","05/20/2014","21007","DUNN","146 N","94 W","2","LOT3","295 FNL  1620 FWL","CORRAL CREEK","BAKKEN","HORIZONTAL","47.501622469030302","-102.62378886734338","OG","A","416647","09/24/2014"
"33025024940000","27890","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CCU OLYMPIAN  11-2TFH","CCU OLYMPIAN","11-2TFH","BURLINGTON RESOURCES OIL & GAS COMPANY LP","CCU OLYMPIAN  11-2TFH","05/19/2014","21053","DUNN","146 N","94 W","2","LOT3","340 FNL  1620 FWL","CORRAL CREEK","BAKKEN","HORIZONTAL","47.50149888806471","-102.62380933781007","OG","A","416647","10/02/2014"
"33053057480000","27899","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19A","VAN DYKE FEDERAL","44X-19A","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19A","09/07/2014","","MCKENZIE","149 N","95 W","19","SESE","894 FSL  310 FEL","BEAR DEN","","HORIZONTAL","47.70527431169829","-102.87814351082568","OG","DRL","227899","09/07/2014"
"33053057490000","27900","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19E","VAN DYKE FEDERAL","44X-19E","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19E","09/05/2014","","MCKENZIE","149 N","95 W","19","SESE","924 FSL  310 FEL","BEAR DEN","","HORIZONTAL","47.705356552191517","-102.87814294830521","OG","DRL","227899","09/05/2014"
"33053057500000","27901","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19B","VAN DYKE FEDERAL","44X-19B","XTO ENERGY INC.","VAN DYKE FEDERAL  44X-19B","09/03/2014","","MCKENZIE","149 N","95 W","19","SESE","954 FSL  310 FEL","BEAR DEN","","HORIZONTAL","47.705438792684738","-102.87814238578474","OG","DRL","227899","09/03/2014"
"33089008290000","27902","EMERALD OIL, INC","LLOYD CHRISTMAS  2-4-9H","LLOYD CHRISTMAS","2-4-9H","EMERALD OIL, INC","LLOYD CHRISTMAS  2-4-9H","05/06/2014","19937","STARK","139 N","97 W","4","LOT3","375 FNL  1398 FWL","HEART RIVER","BAKKEN","HORIZONTAL","46.889636094822123","-102.93032428041538","OG","A","227902","08/30/2014"
"33089008300000","27903","EMERALD OIL, INC","LLOYD CHRISTMAS  1-4-9H","LLOYD CHRISTMAS","1-4-9H","EMERALD OIL, INC","LLOYD CHRISTMAS  1-4-9H","05/27/2014","20038","STARK","139 N","97 W","4","LOT3","375 FNL  1348 FWL","HEART RIVER","BAKKEN","HORIZONTAL","46.889636665688066","-102.93052446407344","OG","A","227902","08/21/2014"
"33023011770000","27904","AMERICAN EAGLE ENERGY CORPORATION","RICHARD  2-13N-163-101","RICHARD","2-13N-163-101","AMERICAN EAGLE ENERGY CORPORATION","RICHARD  2-13N-163-101","04/15/2014","18523","DIVIDE","163 N","101 W","13","NWNE","250 FNL  2175 FEL","COLGAN","BAKKEN","HORIZONTAL","48.951903490358141","-103.73635887745695","OG","A","127904","05/21/2014"
"33061030270000","27906","CONTINENTAL RESOURCES, INC.","VACHAL   11-27H2","VACHAL","11-27H2","CONTINENTAL RESOURCES, INC.","VACHAL   11-27H2","03/29/2014","21670","MOUNTRAIL","154 N","94 W","27","NENE","200 FNL  620 FEL","ALKALI CREEK","BAKKEN","HORIZONTAL","48.138960529039842","-102.74424094928382","OG","A","127906","10/30/2014"
"33061030280000","27907","CONTINENTAL RESOURCES, INC.","VACHAL  10-27H3","VACHAL","10-27H3","CONTINENTAL RESOURCES, INC.","VACHAL  10-27H3","03/27/2014","21235","MOUNTRAIL","154 N","94 W","27","NENE","200 FNL  575 FEL","ALKALI CREEK","BAKKEN","HORIZONTAL","48.138957558149386","-102.74405652554549","OG","A","127907","10/26/2014"
"33025024950000","27908","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  147-97-1522H-6","LK-M ELISABETH-","147-97-1522H-6","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  147-97-1522H-6","03/28/2014","20907","DUNN","147 N","97 W","15","NWNW","300 FNL  1084 FWL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.558420388486986","-103.03060601620497","OG","A","227909","08/16/2014"
"33025024960000","27909","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  147-97-1522H-5","LK-M ELISABETH-","147-97-1522H-5","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  147-97-1522H-5","03/26/2014","20508","DUNN","147 N","97 W","15","NWNW","300 FNL  1051 FWL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.558419388373423","-103.0307397813943","OG","A","227909","08/08/2014"
"33025024970000","27910","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  LW-147-97-1522H-1","LK-M ELISABETH-","LW-147-97-1522H-1","HESS BAKKEN INVESTMENTS II, LLC","LK-M ELISABETH-  LW-147-97-1522H-1","03/24/2014","21050","DUNN","147 N","97 W","15","NWNW","300 FNL  1018 FWL","LITTLE KNIFE","BAKKEN","HORIZONTAL","47.558418388259852","-103.03087354658363","OG","A","227909","08/27/2014"
"33105034600000","27911","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  5-14-15TFH","BOOTLEG","5-14-15TFH","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  5-14-15TFH","04/29/2014","19076","WILLIAMS","154 N","99 W","14","NENW","1040 FNL  2600 FWL","STOCKYARD CREEK","BAKKEN","HORIZONTAL","48.165986887362038","-103.37753842574269","OG","A","127911","09/05/2014"
"33105034610000","27912","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  4-14-15TFH","BOOTLEG","4-14-15TFH","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  4-14-15TFH","04/26/2014","18967","WILLIAMS","154 N","99 W","14","NENW","1000 FNL  2600 FWL","STOCKYARD CREEK","BAKKEN","HORIZONTAL","48.16609653547858","-103.37753842574269","OG","A","127912","08/31/2014"
"33007018260000","27913","CONTINENTAL RESOURCES, INC.","KUNTZ  1-25H1","KUNTZ","1-25H1","CONTINENTAL RESOURCES, INC.","KUNTZ  1-25H1","04/27/2014","20448","BILLINGS","141 N","98 W","25","NENW","285 FNL  1980 FWL","UKRAINA","BAKKEN","HORIZONTAL","47.008796535253595","-103.0456480399824","OG","A","127913","06/22/2014"
"33105034620000","27914","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  6-14-15TFH","BOOTLEG","6-14-15TFH","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  6-14-15TFH","07/16/2014","","WILLIAMS","154 N","99 W","14","NESW","1500 FSL  2200 FWL","STOCKYARD CREEK","","HORIZONTAL","48.158618913573747","-103.37917866793612","OG","DRL","","07/16/2014"
"33105034630000","27915","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  7-14-15TFH","BOOTLEG","7-14-15TFH","SLAWSON EXPLORATION COMPANY, INC.","BOOTLEG  7-14-15TFH","06/21/2014","","WILLIAMS","154 N","99 W","14","NESW","1420 FSL  2200 FWL","STOCKYARD CREEK","","HORIZONTAL","48.158399618547186","-103.37917866793612","OG","DRL","","06/21/2014"
"33023011780000","27916","AMERICAN EAGLE ENERGY CORPORATION","GEORGE  3-1-163-102","GEORGE","3-1-163-102","AMERICAN EAGLE ENERGY CORPORATION","CHERI  3-1-163-102","04/24/2014","17706","DIVIDE","163 N","102 W","1","LOT3","300 FNL  1750 FWL","SKJERMO","BAKKEN","HORIZONTAL","48.980679602438819","-103.8735110018709","OG","A","127916","08/27/2014"
