Time,"Adair County, OK","Alfalfa County, OK","Atoka County, OK","Beaver County, OK","Beckham County, OK","Blaine County, OK","Bryan County, OK","Caddo County, OK","Canadian County, OK","Carter County, OK","Cherokee County, OK","Choctaw County, OK","Cimarron County, OK","Cleveland County, OK","Coal County, OK","Comanche County, OK","Cotton County, OK","Craig County, OK","Creek County, OK","Custer County, OK","Delaware County, OK","Dewey County, OK","Ellis County, OK","Garfield County, OK","Garvin County, OK","Grady County, OK","Grant County, OK","Greer County, OK","Harmon County, OK","Harper County, OK","Haskell County, OK","Hughes County, OK","Jackson County, OK","Jefferson County, OK","Johnston County, OK","Kay County, OK","Kingfisher County, OK","Kiowa County, OK","Latimer County, OK","Le Flore County, OK","Lincoln County, OK","Logan County, OK","Love County, OK","Major County, OK","Marshall County, OK","Mayes County, OK","McClain County, OK","McCurtain County, OK","McIntosh County, OK","Murray County, OK","Muskogee County, OK","Noble County, OK","Nowata County, OK","Okfuskee County, OK","Oklahoma County, OK","Okmulgee County, OK","Osage County, OK","Ottawa County, OK","Pawnee County, OK","Payne County, OK","Pittsburg County, OK","Pontotoc County, OK","Pottawatomie County, OK","Pushmataha County, OK","Roger Mills County, OK","Rogers County, OK","Seminole County, OK","Sequoyah County, OK","Stephens County, OK","Texas County, OK","Tillman County, OK","Tulsa County, OK","Wagoner County, OK","Washington County, OK","Washita County, OK","Woods County, OK","Woodward County, OK"
11/1991,9547,2672,4841,2954,8785,4904,13265,12360,39254,19782,16292,6156,1821,94418,2432,42578,2363,6311,29490,13661,12790,2485,2018,26667,11589,18737,2515,2261,1370,2032,4511,5421,10193,2950,4004,23650,6656,4897,4377,17663,13603,13471,3640,3700,4769,14443,11090,14104,6658,5620,29320,5465,4329,4332,304216,15056,18826,13627,6831,30467,18615,15840,26241,4256,2012,29408,10320,15558,19271,8470,4350,271372,24457,22338,5202,4473,8941
11/1992,9667,2600,4773,2867,8686,4680,13607,11863,39860,19766,16019,5949,1811,95795,2462,43608,2196,6504,29707,13567,13142,2369,1846,26771,11138,19145,2485,2217,1417,2023,4233,5499,10254,3147,4271,23582,6551,4819,4152,18319,14476,13379,3696,3649,5021,14445,11176,14362,6523,5592,29324,5123,4074,4723,307360,14878,18939,12909,6796,33912,17698,16097,26100,4650,1931,29368,10793,15672,18749,8478,4159,274049,24875,22413,5231,4407,8695
11/1993,9865,2682,4851,2906,9299,5107,13971,12246,40423,20884,16519,6063,1801,96838,2554,42267,2322,6370,29967,13567,14436,2416,1882,27417,11527,19981,2524,2424,1408,2011,4312,6009,11001,3224,4784,23721,6777,4968,4168,19163,15073,13527,3915,3766,5202,15045,11365,15059,6979,5496,30122,5351,4111,4677,308495,15453,19359,13650,6810,34862,18584,16892,26503,5139,2157,30462,11180,16021,18486,8626,4262,275160,25161,21328,5269,4451,9144
11/1994,10460,2766,5025,3100,9639,5142,14179,12161,41108,20485,16899,6028,1852,99635,2583,41444,2580,6664,30643,13661,15030,2449,2024,27415,11629,20589,2525,2497,1413,2021,4339,5788,11032,3376,4932,23105,7074,4939,4417,19782,14883,13893,4077,3859,5428,15173,11678,14986,7080,5534,29740,5623,3820,4426,311670,15529,19157,13400,6858,35230,17973,16515,26570,5120,2138,30817,10890,16658,18470,9454,4350,277769,25769,20418,5359,4553,9343
11/1995,10064,2607,4983,2969,9704,4907,14270,12066,42300,21015,16910,5539,1765,102559,2736,41308,2316,6486,30728,13358,15896,2232,1835,27027,11234,20587,2630,2501,1370,1891,4301,5650,11386,3248,4889,23246,7154,4887,4404,20008,14905,14358,3910,3898,5206,15584,12263,15027,7100,5603,29327,5499,3832,4290,316415,14805,19042,13806,6807,36143,17578,16800,27281,5204,1965,31117,10435,16343,17648,10512,4051,275275,25848,19738,5317,4334,8998
11/1996,10190,2333,4785,2790,9232,4868,14888,12111,44464,20814,16969,5433,1574,107159,2625,41567,2323,6579,31847,12682,15539,2070,1591,27588,11514,20846,2318,2507,1259,1692,4302,4994,11908,3314,4849,22791,6579,4469,4926,19875,14520,14458,3887,3915,5092,15479,12678,14804,7371,5416,30663,5564,3688,4440,327151,14649,19622,13503,6726,36613,17626,16691,28405,5370,1849,32732,10537,16826,17740,11998,3863,286218,27265,18834,5070,4287,9024
11/1997,8936,2422,4800,2880,9528,4908,14811,12327,45179,21289,17519,5641,1661,108806,2645,40767,2374,6885,32792,12774,16925,2106,1660,28744,11350,20647,2454,2571,1364,1705,4791,5105,12519,3494,4525,22078,7043,4624,4955,19411,14584,14573,3979,4060,5036,14555,12847,14748,7533,5885,30683,5946,4119,4659,328321,15295,20134,13385,6244,34688,17869,16582,28514,4953,2022,34351,10277,17413,17933,13565,3869,295316,28032,21530,5161,4423,9212
11/1998,9190,2533,4898,2659,9502,4544,16974,13230,46449,20783,18098,5415,1719,112699,2561,41541,2099,6543,33774,12079,17060,2025,1652,27972,11429,20462,2348,2591,1297,1693,4907,5496,12768,3132,4910,22467,6926,4605,4424,20087,14063,14548,3855,3842,5300,15263,13234,15562,7960,5602,31914,5761,3645,4335,333976,14907,20631,13500,6182,37287,18014,17098,29224,5163,2026,36263,10119,17751,18421,14302,3548,302409,29178,18900,4973,4537,9451
11/1999,9055,2526,5077,2623,9764,4600,16980,13109,47397,20245,18672,5531,1731,114816,2506,42117,2192,6815,33975,12290,17692,1937,1600,27373,10659,19706,2216,2494,1230,1713,5015,5414,12977,3075,4954,22265,6674,4745,4633,19881,14210,14771,3807,3855,5524,15933,13550,15217,7951,5369,31751,5654,3738,3645,338166,14423,20479,13410,6403,39246,18082,17540,29316,5086,1929,37156,10225,17424,18319,14366,3466,304066,29328,19141,5005,4483,8669
11/2000,9441,2532,5229,2883,8557,4549,16848,12238,47120,20951,18874,5940,1562,112606,2508,42931,2784,6718,32088,13306,15837,2239,2087,28189,12560,22214,2517,2222,1431,1921,5163,5551,11904,2745,4557,22536,7147,4593,4412,20801,15058,17176,4252,4011,5641,17895,13980,15061,7784,5967,28744,5787,4854,4750,330156,17221,20948,15834,7969,36757,17435,16701,30559,4657,1825,36350,10424,17289,19484,10734,3750,298463,29680,22726,5630,4726,9392
11/2001,9434,2547,5385,3098,9031,4752,17968,12500,48300,21918,19742,6482,1508,115440,2589,42849,2807,6678,32422,13514,16448,2387,2145,27531,13186,22488,2499,2301,1460,1937,5754,5426,11997,2518,4573,23201,7342,4589,4718,20939,15175,17574,4402,3840,5904,17340,14162,15357,8095,6059,29643,5398,4917,4826,335010,17162,21119,15506,8029,35945,18259,16839,30004,4810,1807,37250,10868,17353,19531,10767,3707,299921,30194,23563,6036,4622,9625
11/2002,9162,2550,5482,2986,8968,4680,18237,12446,48557,22166,19913,6730,1488,115601,2504,44748,2817,6627,32176,13177,16090,2388,2130,27665,13075,22653,2575,2219,1429,1950,5612,5403,12005,2488,4563,23138,7249,4502,4101,21039,15024,17460,4421,3781,5820,16530,14070,14723,8057,5971,30097,5446,4914,4732,334824,16825,20840,15031,7837,35768,18800,17139,30177,4754,1906,37569,10600,17525,19407,10226,3855,296023,30305,23422,5803,4571,9360
11/2003,9943,2588,5687,3098,9532,4774,18515,12544,48655,23033,20505,6460,1537,115564,2445,45263,3150,6722,31889,13497,16923,2474,2240,27186,13153,22652,2626,2325,1443,1988,5603,5400,12744,2490,5024,22018,7442,4448,4228,21413,14822,17652,4638,3849,6010,16393,14073,14841,8181,6137,28712,5258,4944,4605,332337,16941,20570,15361,7809,35865,19626,17979,30270,5283,2013,38215,10761,17897,19755,10509,3754,292345,30820,24293,5946,4864,9654
11/2004,9953,2452,5550,2949,9606,4699,19226,12261,50473,23955,20964,6307,1399,118327,2251,46129,3361,6633,31832,13559,17315,2384,2138,28049,13387,23316,2488,2187,1387,1817,5279,5303,12387,2421,4613,22357,7811,4224,4179,21292,15012,18297,4813,3624,6180,16430,14508,14346,8344,6748,28873,5336,4908,4723,336320,16804,20574,15857,7789,35358,20037,18071,30913,5079,1871,38971,10237,18107,19486,9770,3578,290831,31262,24499,5790,4695,9807
11/2005,10252,2322,5587,2847,9694,4921,19593,12316,51648,23663,21179,6481,1278,119274,2293,45055,3346,6692,32154,13621,17308,2388,2127,28506,13232,23807,2356,2067,1316,1772,5260,5111,12272,2278,4879,20933,7652,4023,4009,21349,14899,18319,4784,3678,6084,16893,14843,13535,8424,7176,29349,5473,4888,4338,335876,16851,20886,16161,7842,36135,20367,19392,31254,5316,1928,40279,10125,18064,20276,9224,3419,296606,32262,25302,5835,4384,10246
11/2006,10670,2233,5771,2930,10520,4896,20349,11779,51850,24693,21939,6767,1228,118479,2450,45590,3379,6772,31771,14102,17382,2433,2209,29454,13643,23815,2308,2047,1385,1861,5477,5090,12434,2366,5030,21971,8083,3838,4245,21907,14654,17944,4940,3856,6337,17694,14949,13668,8267,7955,29435,5724,4814,4462,330813,16611,20716,16655,7753,36998,21658,20505,33207,5683,1767,40613,10373,18513,21103,8849,3463,295623,32924,25870,5768,4369,11276
11/2007,10812,2343,5913,3089,11785,4925,20707,12002,51665,25629,23450,6802,1230,119495,2490,45026,4053,7315,31158,14721,18289,2390,2465,30585,14697,23017,2512,1991,1298,1873,5677,4781,12556,2339,5130,22819,8466,3921,4270,21387,14084,17236,5103,4025,6297,18092,14937,13760,8560,8110,29386,6011,4990,4616,327388,16159,20307,16925,7387,39079,22952,20158,32586,5228,1889,40151,10610,18071,21840,9449,3407,293788,32769,27069,5978,4547,12419
11/2008,11119,2577,6222,3415,12875,5002,20237,12963,53024,27389,22973,6935,1305,121224,2619,46440,3507,7627,31519,15154,19497,2709,2664,31758,15232,23302,2681,2107,1355,2105,5997,5394,12275,2467,5293,24064,8463,4111,4797,20827,14108,18038,5429,4418,6505,18769,15186,14516,8616,8638,30068,5845,5157,4630,329906,16104,20224,18415,7379,35352,23890,20901,33539,5309,2051,40564,11239,17633,22427,10057,3554,295896,33529,27656,6332,4515,12508
11/2009,11150,2479,6335,3281,11700,4918,20632,13115,53611,28596,24962,7412,1251,120972,2636,48646,3779,7510,31282,15568,19662,2714,2376,31965,14880,23236,2665,2120,1381,2026,6198,5825,12294,2514,5209,23385,7695,4144,4286,20648,13916,18196,5625,4254,6541,18425,15282,14831,9013,9219,31320,5791,5250,4826,327929,15886,19736,18625,7352,35225,23544,20812,34062,5528,1979,40516,11167,17495,21970,7715,3457,294646,33418,27770,6134,4655,11223
11/2010,8832,2476,5040,2887,10500,4300,18390,11685,60802,21438,19218,6099,1421,132921,2333,51772,2998,6496,31892,14295,16987,2371,2056,28286,12174,25595,2490,2141,1279,1838,4704,5508,11534,2646,3683,20727,7359,4319,4529,20578,15812,20038,4659,3865,6443,17901,17327,14446,7383,6278,29900,5262,4900,4300,359041,16898,21293,14419,7682,36528,18798,17760,31411,4900,1882,43505,9879,18024,20233,8455,3387,308627,35517,24126,5426,4299,9353
11/2011,8832,2574,4962,2985,11721,4273,17588,11496,62594,21859,19086,5873,1281,135872,2399,50867,2883,6303,31722,15437,17373,2456,2102,29126,12389,25589,2454,2107,1281,1808,4700,5434,11366,2652,3733,20823,7499,4211,4504,20138,15689,20508,4999,4053,6678,18285,17427,14321,7374,6556,29918,5393,4964,4396,364216,16691,21529,14346,7648,36992,19160,18404,31957,4820,1859,43779,10165,17478,20628,8634,3313,309210,35714,24495,5546,4554,10156
11/2012,8344,2765,5013,3042,12656,4312,17774,11436,64547,22188,18907,5745,1079,139292,2312,51365,2809,6248,32206,15488,16758,2289,2236,30022,12795,25729,2482,1885,1289,1791,4642,5836,10850,2559,3577,20136,7544,4120,4582,19986,15639,20820,5091,3943,6673,18461,17609,14024,7396,6679,30472,5502,4920,4390,373170,16679,21617,14500,7534,38188,19014,18371,32553,4651,2214,44805,10000,17010,20713,8435,3298,316821,36781,25013,5467,5271,10464
11/2013,8101,2783,4885,2934,12550,4333,17761,10960,65497,22135,18323,5861,1052,139183,2262,50214,2789,6105,31488,15965,16720,2234,2242,28970,12815,25616,2462,1890,1239,1788,4431,5655,10550,2560,3615,19895,7566,4005,4107,19539,15542,20898,5232,4022,6946,18889,17826,13795,7359,6395,29692,5503,4804,4413,374322,16270,21147,13929,7365,37972,17662,18024,32687,4549,1771,44264,9701,16733,20381,8722,3238,314596,36207,24619,5408,5028,10693
11/2014,8083,3184,4808,3046,13091,4416,18182,11310,66898,22424,18575,5941,1269,137973,2294,49870,2866,6160,31401,15857,17346,2420,2322,29968,12638,25801,2861,2034,1232,2005,4383,5666,10770,2528,3790,19201,8107,4019,3906,19496,15748,21282,5658,4439,6873,19035,18405,14004,7084,6642,29603,5566,4813,4415,375692,16229,21278,13836,7447,38672,17309,17962,32585,4799,1820,44258,9720,16834,20843,9376,3306,316089,36094,24547,5649,5463,10884
11/2015,8132,3131,4930,2924,11796,4297,18934,11871,68939,22609,19161,5879,1344,139482,2335,49717,2855,6263,31808,15570,17642,2614,2272,30090,12796,26438,3127,2147,1294,1909,4533,5702,10944,2738,4119,19059,8258,4111,3848,19686,16056,21600,6155,4123,6720,19420,18887,14484,7175,6889,29712,5638,4734,4547,378742,16360,21437,14447,7556,38841,17688,18482,33336,4946,1833,45120,9665,16865,20130,9480,3324,322137,36676,24378,5565,5311,9864
11/2016,8264,2973,5205,2906,11144,4353,19742,12116,69622,22855,18976,5839,1441,139662,2349,49641,2910,6151,31653,15330,18169,2702,2247,28794,12988,26170,3005,2150,1281,1898,4514,5551,11061,2640,4428,18654,8539,4053,3659,19816,15940,21658,6700,3960,6557,19478,19061,14638,7043,6268,29685,5838,4705,4498,376716,16267,21152,14574,7520,39532,17824,18596,33337,4966,1834,45063,9400,16901,18474,9530,3332,320093,36814,23652,5399,5133,9509
11/2017,8547,3075,5341,3151,11581,4559,21171,12609,70593,22740,18940,5799,1498,141478,2377,49305,2905,6140,32007,15408,18544,2594,2280,27598,12848,26518,2974,2139,1331,1886,4438,5589,11025,2567,5184,19232,8813,4020,3394,19443,16105,22032,6736,4084,6564,19067,19382,15000,6964,6533,29409,5817,4668,4501,381874,16462,21488,14448,7617,38599,17585,19149,33371,4996,1978,45574,9359,16651,18426,9734,3345,324767,37358,22990,5621,4972,9425
12/1990,8966,2975,4655,3151,8735,5265,13606,11758,38863,19438,16308,5833,1782,93223,2449,41599,2589,6357,29362,13557,12301,2310,2173,26814,11550,19741,2558,2431,1388,2057,4640,5255,10571,2844,4040,22944,6491,4817,4269,18938,13326,13206,3637,3707,4526,14645,11213,14212,6639,5337,29377,5319,4401,4415,308409,15387,18713,13189,7447,31862,17524,15775,26564,4360,1986,28439,10357,16253,18833,8367,4450,267268,24052,23031,5189,4436,9343
12/1991,9324,2643,4727,2935,8624,4825,13244,12262,38725,19778,16019,6057,1785,93452,2381,42278,2319,6425,29436,13604,12513,2419,1973,26133,11417,18716,2489,2218,1345,2013,4498,5485,10154,2902,3982,23654,6566,4858,4354,17707,13535,13267,3636,3644,4620,14387,10963,14129,6611,5579,28747,5349,4313,4271,301652,15133,18608,13118,6638,30073,18308,15584,26112,4291,1965,29132,10389,15508,19339,8251,4362,268415,24247,22029,5216,4324,8828
12/1992,9539,2546,4734,2821,8617,4645,13653,11697,39861,19748,15834,5773,1750,95650,2451,43386,2224,6424,29651,13410,12694,2319,1798,26615,11069,19033,2481,2188,1389,1988,4259,5553,10153,3120,4315,23380,6353,4754,4055,18082,14516,13427,3739,3669,4882,14331,11128,14299,6565,5584,29002,5080,4089,4404,307029,15143,18929,12863,6873,33628,17688,15899,26124,4667,1878,29395,10664,15876,18739,8384,4123,273598,24711,22336,5153,4395,8484
12/1993,9540,2410,4720,2803,9080,4936,13773,11817,40281,20730,15841,5807,1641,96852,2503,42216,2233,6239,30179,13345,13928,2266,1771,27220,11352,19785,2398,2310,1295,1904,4199,5844,10802,3112,4652,23318,6611,4783,4139,18944,14832,13437,3884,3589,5035,14480,11387,14948,6957,5453,29970,5265,4026,4514,308485,15423,19269,13382,6721,34514,18062,16743,26417,4969,1956,30506,10945,15941,18453,8398,4052,275732,25282,20995,5145,4377,9008
12/1994,10236,2711,4936,3038,9545,5117,14025,11909,40974,20465,16490,5832,1795,99238,2623,41147,2638,6578,30413,13425,14508,2363,1974,27340,11482,20428,2539,2480,1369,1975,4264,5798,10872,3290,4940,23070,6940,4830,4360,19647,14598,13862,4048,3801,5344,14986,11613,14899,7049,5475,29382,5559,3815,4250,310067,15540,19202,13398,6647,34496,17677,16399,26441,5106,2072,30705,10702,16752,18353,9389,4290,276393,25674,20397,5245,4436,9178
12/1995,9778,2558,4896,2899,9510,4863,14240,11711,41957,20588,16520,5477,1715,101617,2632,40450,2310,6354,30459,13124,15349,2163,1831,26650,11042,20672,2650,2423,1354,1871,4166,5615,11193,3150,4821,22712,7008,4717,4336,19954,14740,14208,3855,3869,5067,15421,12161,14840,7091,5476,28864,5463,3806,4276,313901,14821,18914,13561,6554,35492,17257,16506,26982,5023,1899,30820,10165,16264,17394,10674,3933,272951,25687,19604,5221,4242,8886
12/1996,10115,2363,4781,2783,9290,4856,14814,11995,44102,20586,16770,5411,1625,106101,2705,41125,2295,6553,31566,12604,15210,2073,1635,27532,11382,20506,2393,2539,1259,1709,4295,4979,11968,3294,4822,22565,6604,4549,4927,19581,14390,14279,3841,3978,4917,15613,12558,14699,7327,5361,30229,5750,3597,4617,323885,14489,19548,13287,6611,36178,17401,16480,28109,5291,1866,32559,10485,16549,17584,12035,3828,284117,27040,18561,5059,4314,8946
12/1997,8836,2455,4776,2860,9410,4863,14824,12210,44856,21073,17597,5668,1674,108076,2675,40209,2264,6826,32565,12649,16401,2063,1673,28598,11245,20413,2456,2557,1371,1754,4845,5084,12341,3476,4531,21963,6992,4616,5002,19306,14472,14448,3946,4036,5098,14463,12757,14899,7434,5837,30431,5889,4126,4654,325995,15215,20045,13229,6362,34370,17673,16312,28245,4954,2004,34195,10210,17227,17726,13266,3930,293027,27869,21374,5136,4407,9185
12/1998,9203,2555,4871,2642,9454,4540,16978,13076,46249,20518,18164,5248,1720,112233,2513,41420,2099,6467,33715,12007,16991,2002,1628,27729,11415,20275,2318,2542,1287,1710,4949,5373,12747,3162,4908,22314,6899,4584,4391,20068,13989,14529,3833,3830,5280,15246,13218,15398,7865,5570,31596,5749,3644,4147,332511,14820,20583,13380,6145,37102,17846,17032,29133,5207,2001,36172,10143,17555,18097,14375,3532,301641,29002,19006,5013,4571,9468
12/1999,9126,2494,4979,2560,9720,4556,17055,12964,47347,20119,18577,5291,1718,114770,2532,41856,2198,6740,33778,12066,17696,1911,1558,27283,10560,19672,2204,2440,1210,1672,5008,5384,12834,2987,4905,22052,6604,4732,4765,19667,14202,14772,3819,3870,5462,15860,13575,15353,7855,5297,31179,5682,3756,3592,337715,14443,20415,13522,6491,38622,18020,17365,29325,5066,1889,36887,10185,17320,18420,14248,3419,302088,29143,19058,4900,4456,8623
12/2000,9450,2602,5277,2918,8631,4610,16814,12255,46743,20946,18744,5843,1609,111702,2529,42890,2803,6603,31982,13281,15688,2285,2130,28177,12569,22056,2555,2235,1452,1928,5135,5550,11869,2750,4572,21878,7252,4565,4752,20684,14955,17037,4243,4079,5533,17738,13882,15204,7747,5982,28248,5783,4856,4806,327595,17153,20879,15711,7949,36691,17121,16586,30040,4678,1838,36210,10425,17181,19543,10917,3808,297276,29545,22833,5691,4759,9453
12/2001,9409,2586,5409,3049,8891,4729,17744,12505,48409,21934,19607,6285,1515,115020,2570,42974,2766,6699,32375,13392,16366,2373,2172,27389,13192,22469,2523,2292,1440,1918,5654,5395,12055,2490,4592,23117,7291,4586,4663,20852,15126,17526,4401,3736,5743,16977,14119,15382,8018,6004,29476,5316,4884,4967,334662,17111,21090,15343,8012,35276,18149,16783,29607,4819,1777,37151,10806,17279,19461,10746,3705,299287,30096,23315,6027,4647,9662
12/2002,9095,2508,5428,2931,8783,4607,18015,12331,48483,22197,19785,6571,1466,115275,2470,44773,2779,6648,32202,13034,16057,2357,2103,27359,12966,22584,2533,2190,1392,1866,5530,5306,11952,2498,4550,23089,7178,4468,4074,21024,15013,17415,4420,3719,5748,16319,14075,14650,7992,5882,29903,5416,4868,4720,334386,16873,20813,15155,7846,35642,18667,16976,29817,4643,1853,37564,10549,17759,19194,10005,3792,295855,30297,23232,5672,4759,9318
12/2003,9469,2502,5529,2962,9411,4640,18220,12231,48453,22926,20175,6110,1459,115156,2412,45394,3067,6610,31853,13180,16460,2389,2212,27038,13013,22571,2485,2254,1374,1897,5432,5303,12686,2393,5030,21616,7333,4355,4131,21199,14788,17556,4602,3704,5891,16162,14025,14695,8094,6100,28516,5148,4840,4571,330941,16986,20555,14976,7824,35474,19342,17657,30052,5120,1928,38100,10443,17799,19563,10113,3623,291614,30749,24176,5823,4803,9482
12/2004,9669,2443,5487,2853,9441,4592,18979,11999,50195,23803,20525,6080,1322,117707,2191,46028,3304,6576,31692,13454,17080,2343,2136,27876,13236,23201,2384,2110,1346,1754,5097,5187,12246,2376,4581,21802,7757,4114,4088,20876,14987,18197,4769,3547,6102,16337,14437,14208,8284,6655,28587,5269,4808,4657,334664,16774,20491,15611,7746,34825,19745,17885,30841,5025,1805,38792,10091,17783,19349,9415,3551,289662,31147,24347,5734,4480,9744
12/2005,10168,2324,5649,2827,9640,4832,19531,12189,51511,23709,21019,6355,1264,119014,2277,44933,3293,6627,32016,13595,17185,2375,2101,28677,13175,23736,2354,2041,1299,1754,5249,5062,12239,2256,4805,20810,7633,3954,3988,21109,14827,18294,4787,3625,6094,16676,14786,13538,8369,7120,29107,5368,4715,4276,335211,16885,20857,16014,7829,35648,20287,19406,30915,5253,1847,40156,9941,17832,20186,9100,3436,295613,32161,24798,5745,4372,10323
12/2006,10481,2298,5798,3008,10592,4938,20428,11844,51550,24559,21694,6689,1268,117757,2492,45743,3422,6845,31683,14201,17359,2470,2264,29498,13797,23685,2362,2065,1426,1918,5528,5063,12404,2370,5060,22087,8160,3885,4230,21481,14573,17867,4907,3925,6278,17728,14868,13681,8162,7944,29279,5694,4810,4484,328984,16580,20668,16648,7725,36399,21570,20344,32767,5666,1793,40434,10258,18258,20970,9061,3462,294527,32864,25971,5879,4425,11256
12/2007,10417,2350,5937,3140,11818,4938,20649,12006,50989,25495,23158,6709,1227,117948,2501,44905,4066,7251,30785,14615,18172,2416,2526,30198,14470,22717,2519,1983,1296,1930,5649,4784,12527,2340,5110,22793,8365,3922,4203,21017,13892,16987,5069,4105,6207,17970,14725,13512,8496,7993,28984,5977,4961,4572,323346,15987,20046,16742,7314,38239,22864,20059,32287,5204,1891,39660,10557,17767,21591,9560,3418,290279,32401,26850,5964,4200,12331
12/2008,10998,2564,6240,3453,12736,4985,20061,12891,52586,27176,22862,6914,1314,120235,2613,46496,3492,7594,31249,15141,19340,2746,2644,31586,15298,23154,2683,2093,1345,2090,6058,5370,12197,2457,5212,23999,8466,4075,4776,20447,14008,17861,5382,4360,6453,18549,15065,14068,8559,8571,29848,5726,5115,4602,327240,16072,20047,18336,7335,34885,23552,20837,33349,5300,2017,40296,11219,17358,22197,10066,3540,293543,33290,27503,6303,4554,12309
12/2009,10877,2467,6203,3235,11644,4852,20323,12883,52990,28317,24760,7219,1223,119362,2607,48232,3758,7444,30970,15317,19380,2638,2338,31645,14641,22931,2623,2056,1343,1978,6075,5765,12133,2463,5145,23188,7595,4080,4272,20471,13726,17947,5552,4203,6484,18131,15091,14738,8847,9032,30709,5724,5173,4761,324431,15836,19510,18437,7293,34558,23326,20615,33542,5474,1847,40029,10985,17392,21746,7502,3394,291144,33069,27500,6140,4528,10974
12/2010,8703,2527,5048,2932,10492,4333,18157,11703,60352,21309,18941,6070,1462,131812,2308,51420,2995,6487,31538,14223,16785,2424,2078,28169,12170,25428,2537,2135,1287,1846,4644,5489,11393,2602,3684,20610,7353,4328,4424,20552,15702,19898,4648,3886,6457,17790,17232,14451,7309,6227,29474,5225,4857,4284,355957,16756,21097,14282,7627,36248,18723,17636,31069,4881,1894,43076,9759,17967,20141,8539,3393,305233,35165,23928,5428,4282,9309
12/2011,8643,2576,4976,2993,11708,4321,17440,11501,62341,21792,18990,5933,1281,135179,2348,50473,2874,6350,31528,15455,17258,2498,2167,29017,12355,25510,2501,2101,1291,1844,4571,5498,11185,2640,3765,20358,7595,4203,4503,20029,15665,20446,4947,4095,6693,18232,17394,14565,7359,6550,29784,5401,4935,4392,362472,16623,21395,14346,7633,36842,19035,18290,31646,4964,1865,43447,10048,17405,20514,8726,3325,306909,35453,24338,5569,4616,10091
12/2012,8221,2868,4991,3045,12686,4342,17754,11456,63958,22128,18706,5806,1140,137822,2302,50900,2831,6234,31949,15411,16794,2289,2265,30019,12533,25635,2550,1945,1328,1874,4613,5877,10846,2580,3610,20086,7634,4212,4541,19881,15606,20673,5101,4029,6609,18265,17576,14324,7409,6656,30266,5478,4897,4358,369437,16590,21435,14416,7510,37819,18777,18251,32319,4732,2153,44321,9868,16956,20719,8590,3340,313720,36408,24708,5541,5282,10515
12/2013,8096,2925,4834,2958,12548,4325,17553,10959,64654,21895,18175,5817,1127,136998,2285,49493,2800,6133,31080,15867,16582,2309,2248,28911,12762,25434,2556,1951,1275,1892,4401,5653,10545,2675,3596,19775,7627,4073,4025,19374,15438,20669,5206,4095,6900,18709,17747,13811,7254,6348,29274,5437,4777,4363,368685,16100,20925,13706,7318,37483,17487,17818,32280,4607,1830,43622,9577,16618,20268,8921,3276,310381,35780,24295,5473,5044,10696
12/2014,8044,3207,4791,3035,12997,4414,17775,11287,66415,22302,18436,5895,1300,136807,2352,49484,2865,6161,31161,15839,17235,2478,2363,29802,12544,25665,2888,2058,1248,2028,4358,5676,10775,2561,3737,19161,8118,4038,3860,19331,15679,21141,5599,4436,6837,19051,18328,14149,7018,6606,29354,5517,4731,4397,372606,16142,21111,13661,7412,38145,17168,17916,32265,4797,1855,43877,9596,16706,20977,9472,3328,313280,35798,24335,5641,5446,10860
12/2015,8067,3079,5046,2942,11448,4323,18947,11709,68515,22512,19029,5888,1357,138655,2372,49307,2823,6229,31552,15428,17452,2613,2246,29984,12664,26262,3073,2158,1283,1893,4520,5688,10891,2752,4123,18984,8203,4107,3774,19663,15958,21457,6101,4097,6641,19277,18775,14502,7116,6704,29451,5586,4721,4572,376471,16239,21284,14337,7495,38288,17680,18313,33092,4913,1822,44784,9599,16846,19887,9432,3307,319557,36418,24228,5460,5188,9691
12/2016,8142,2939,5192,2875,11051,4306,19666,11983,69109,22498,18793,5839,1416,138556,2316,49174,2870,6129,31436,15248,18023,2591,2223,28540,12763,25918,2972,2125,1268,1879,4453,5618,10971,2590,4391,18558,8493,3982,3646,19578,15776,21465,6589,3938,6506,19309,18866,14581,7006,6156,29567,5800,4679,4481,373891,16152,21040,14569,7467,38727,17486,18465,33204,4932,1809,44844,9214,16716,18268,9439,3298,318040,36609,23436,5325,5082,9420
12/2017,8317,2999,5315,3085,11425,4516,20997,12370,70104,22549,18657,5793,1436,140799,2350,48956,2860,6063,31848,15254,18312,2533,2226,27411,12688,26240,2888,2076,1290,1827,4378,5529,10890,2531,5129,19161,8691,3937,3350,19221,15961,21836,6641,3993,6502,18915,19151,14922,6881,6460,29254,5752,4625,4439,380024,16341,21395,14304,7553,37878,17403,19004,33144,4913,1920,45418,9264,16473,18323,9505,3267,323506,37184,22917,5486,4865,9285
